MolName	MolTotalCounts	MolRequestedCounts
L-GLN-FRUCT-6-P-AMINOTRANS-CPLX[c]	505	0
L-LACTDEHYDROGFMN-MONOMER[c]	121	0
LACTALDREDUCT-CPLX[c]	10	0
LACY-MONOMER[i]	7	0
LAUROYLACYLTRAN-MONOMER[i]	151	0
LCTP-MONOMER[i]	12	0
LDC2-CPLX[c]	1	0
LEUS-MONOMER[c]	1246	0
LSERINEDEAM1-MONOMER[c]	104	0
LSERINEDEAM2-MONOMER[c]	51	0
LTAA-CPLX[c]	97	0
LTARTDEHYDRA-CPLX[c]	2	0
LUMAZINESYN-CPLX[c]	24	0
LYSDECARBOX-CPLX[c]	0	0
LYSP-MONOMER[i]	579	0
LYSS-CPLX[c]	1092	0
LYSU-CPLX[c]	116	0
LYXK-CPLX[c]	1	0
MALATE-DEHASE[c]	4550	0
MALDEXPHOSPHORYL-CPLX[c]	120	0
MALIC-NAD-CPLX[c]	182	0
MALIC-NADP-CPLX[c]	65	0
MALONYL-COA-ACP-TRANSACYL-MONOMER[c]	1524	0
MALTACETYLTRAN-CPLX[c]	24	0
MALTODEXGLUCOSID-MONOMER[c]	60	0
MANNONDEHYDRAT-MONOMER[c]	183	0
MANNONOXIDOREDUCT-MONOMER[c]	69	0
MANNPDEHYDROG-MONOMER[c]	169	0
MANNPGUANYLTRANGDP-MONOMER[c]	0	0
MANNPISOM-MONOMER[c]	595	0
MENE-CPLX[c]	4	0
MENF-CPLX[c]	26	0
METG-CPLX[c]	696	0
METHGLYSYN-CPLX[c]	272	0
METHYLENETHFREDUCT-CPLX[c]	135	0
METNIQ-METHIONINE-ABC-CPLX[i]	173	0
MGTA-MONOMER[i]	42	0
MHPELY-MONOMER[c]	5	0
MHPF-MONOMER[c]	14	0
MMUM-MONOMER[c]	69	0
MONOMER0-148[c]	206	0
MONOMER0-149[c]	176	0
MTR-MONOMER[i]	24	0
MYRISTOYLACYLTRAN-MONOMER[i]	176	0
N-ACETYLGLUTPREDUCT-MONOMER[c]	185	0
N-ACETYLTRANSFER-CPLX[c]	79	0
NACGLCTRANS-MONOMER[c]	69	0
NAD-SYNTH-CPLX[c]	1060	0
NADH-DHI-CPLX[i]	54	0
NADH-DHII-MONOMER[c]	22	0
NAG1P-URIDYLTRANS-CPLX[c]	131	0
NAG6PDEACET-CPLX[c]	31	0
NANE-MONOMER[c]	16	0
NANK-MONOMER[c]	27	0
NANT-MONOMER[i]	6	0
NARK-MONOMER[i]	2	0
NHAB-MONOMER[i]	289	0
NICONUCADENYLYLTRAN-MONOMER[c]	137	0
NICOTINAMID-MONOMER[c]	298	0
NICOTINATEPRIBOSYLTRANS-MONOMER[c]	645	0
NIRC-MONOMER[i]	14	0
NITRITREDUCT-CPLX[c]	2	0
NRDACTMULTI-CPLX[c]	7	0
NUCLEOSIDE-DIP-KIN-CPLX[c]	1332	0
NUPC-MONOMER[i]	422	0
NUPG-MONOMER[i]	49	0
O-SUCCHOMOSERLYASE-CPLX[c]	12	0
O-SUCCINYLBENZOATE-COA-SYN-MONOMER[c]	75	0
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER[c]	60	0
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON[c]	171	0
OHMETHYLBILANESYN-MONOMER[c]	273	0
ORNCARBAMTRANSFERF-CPLX[c]	265	0
ORNCARBAMTRANSFERI-CPLX[c]	116	0
ORNDECARBOX-BIO-CPLX[c]	53	0
ORNDECARBOXDEG-CPLX[c]	5	0
OROPRIBTRANS-CPLX[c]	34	0
OROTPDECARB-CPLX[c]	213	0
PABASYN-CPLX[c]	31	0
PABSYNMULTI-CPLX[c]	6	0
PALMITOTRANS-MONOMER[i]	96	0
PANTOATE-BETA-ALANINE-LIG-CPLX[c]	584	0
PANTOTHENATE-KIN-CPLX[c]	140	0
PAPSSULFOTRANS-CPLX[c]	439	0
PDXH-CPLX[c]	233	0
PDXK-CPLX[c]	156	0
PEPCARBOX-CPLX[c]	836	0
PEPCARBOXYKIN-MONOMER[c]	565	0
PEPSYNTH-CPLX[c]	469	0
PGK[c]	6935	0
PGLUCONDEHYDRAT-MONOMER[c]	26	0
PGLYCDEHYDROG-CPLX[c]	1980	0
PGLYCEROLTRANSI-MONOMER[i]	6	0
PGMI-MONOMER[c]	1742	0
PGPPHOSPHAA-MONOMER[i]	115	0
PGPPHOSPHAB-MONOMER[i]	30	0
PHENDEHYD-CPLX[c]	22	0
PHEP-MONOMER[i]	64	0
PHES-CPLX[c]	693	0
PHOSACETYLTRANS-CPLX[c]	131	0
PHOSGLUCOSAMINEMUT-MONOMER[c]	962	0
PHOSGLYCMUTASE[c]	10618	0
PHOSMANMUT-MONOMER[c]	7	0
PHOSNACMURPENTATRANS-MONOMER[i]	82	0
PHOSPHAGLYPSYN-MONOMER[i]	204	0
PHOSPHASERSYN-CPLX[i]	443	0
PHOSPHOGLUCMUT-MONOMER[c]	681	0
PITA-MONOMER[i]	138	0
PITB-MONOMER[i]	4	0
PKI-COMPLEX[c]	1439	0
PKII-CPLX[c]	321	0
PORPHOBILSYNTH-CPLX[c]	65	0
POTE-MONOMER[i]	17	0
PPENTOMUT-MONOMER[c]	476	0
PPPGPPHYDRO-CPLX[c]	37	0
PRAI-IGPS[c]	536	0
PRIBFAICARPISOM-MONOMER[c]	206	0
PROLINEMULTI-CPLX[c]	109	0
PROPKIN-MONOMER[c]	2	0
PROS-CPLX[c]	705	0
PRPPAMIDOTRANS-CPLX[c]	255	0
PRPPSYN-MONOMER[c]	2857	0
PSERPHOSPHA-MONOMER[c]	97	0
PSERTRANSAM-CPLX[c]	3196	0
PURE-CPLX[c]	104	0
PURK-CPLX[c]	262	0
PUTA-CPLXBND[c]	0	0
PUTA-CPLX[c]	19	0
PUTP-MONOMER[i]	157	0
PYRNUTRANSHYDROGEN-CPLX[i]	692	0
PYRROLINECARBREDUCT-CPLX[c]	55	0
PYRUVATEDEH-CPLX[i]	99	0
PYRUVOXID-CPLX[i]	72	0
QOR-CPLX[c]	96	0
QUINOPRIBOTRANS-CPLX[c]	264	0
RELA-MONOMER[c]	115	0
RHAMNULOKIN-MONOMER[c]	1	0
RHAMNULPALDOL-CPLX[c]	1	0
RHAT-MONOMER[i]	6	0
RHTC-MONOMER[i]	121	0
RIB5PISOMA-CPLX[c]	610	0
RIB5PISOMB-CPLX[c]	14	0
RIBF-MONOMER[c]	118	0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX[c]	225	0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX[c]	13	0
RIBULOKIN-CPLX[c]	2	0
RIBULP3EPIM-MONOMER[c]	594	0
RIBULPEPIM-CPLX[c]	1	0
S-ADENMETSYN-CPLX[c]	901	0
SAICARSYN-CPLX[c]	1211	0
SDAC-MONOMER[i]	128	0
SERS-CPLX[c]	1254	0
SIROHEMESYN-CPLX[c]	37	0
SORB6PDEHYDROG-CPLX[c]	16	0
SPERMACTRAN-CPLX[c]	213	0
SPERMIDINESYN-CPLX[c]	684	0
SPOT-MONOMER[c]	5	0
SUCCCOASYN[c]	1529	0
SUCCGLUALDDEHYD-MONOMER[c]	8	0
SUCCGLUDESUCC-MONOMER[c]	13	0
SUCCORNTRANSAM-CPLX[c]	8	0
SULFATE-ADENYLYLTRANS-CPLX[c]	250	0
SULFITE-REDUCT-CPLX[c]	99	0
TDCC-MONOMER[i]	14	0
TDK-MONOMER[c]	234	0
TETRAACYLDISACC4KIN-MONOMER[i]	31	0
THI-P-KIN-MONOMER[c]	72	0
THIC-MONOMER[c]	1480	0
THIE-MONOMER[c]	1126	0
THIF-MONOMER[i]	1136	0
THIG-MONOMER[c]	2	0
THIH-MONOMER[c]	762	0
THII-MONOMER[c]	428	0
THIOREDOXIN-REDUCT-NADPH-CPLX[c]	797	0
THREDEHYDCAT-CPLX[c]	0	0
THREDEHYDSYN-CPLX[c]	16	0
THREODEHYD-CPLX[c]	40	0
THRESYN-MONOMER[c]	2779	0
THRS-CPLX[c]	1380	0
THYMIDYLATESYN-CPLX[c]	345	0
TNAB-MONOMER[i]	6	0
TPI[c]	3229	0
TRANS-CPLX-201[s]	94	0
TRANSALDOLA-MONOMER[c]	379	0
TRANSALDOLB-CPLX[c]	5155	0
TRANSKETOI-CPLX[c]	1019	0
TRE6PHYDRO-MONOMER[c]	12	0
TREHALACYTO-MONOMER[c]	20	0
TREHALOSE6PSYN-MONOMER[c]	240	0
TREHALOSEPHOSPHASYN-MONOMER[c]	165	0
TRKG-MONOMER[i]	17	0
TRKH-MONOMER[i]	37	0
TRPS-CPLX[c]	632	0
TRYPSYN-APROTEIN[c]	353	0
TRYPSYN[c]	1473	0
TRYPTOPHAN-CPLX[c]	9	0
TSA-REDUCT-MONOMER[c]	23	0
TYRB-DIMER[c]	648	0
TYRP-MONOMER[i]	34	0
TYRS-CPLX[c]	703	0
UDHA-CPLX[c]	65	0
UDK-MONOMER[c]	377	0
UDP-NACMURALA-GLU-LIG-MONOMER[c]	120	0
UDP-NACMURALGLDAPAALIG-MONOMER[c]	210	0
UDP-NACMURALGLDAPLIG-MONOMER[c]	185	0
UDPACYLGLCNACDEACETYL-MONOMER[c]	1000	0
UDPGLUCEPIM-CPLX[c]	177	0
UDPNACETYLGLUCOSAMACYLTRANS-CPLX[c]	82	0
UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER[c]	809	0
UDPNACETYLMURAMATEDEHYDROG-MONOMER[c]	143	0
UMPKI-CPLX[c]	172	0
UPPSYN-CPLX[c]	63	0
URAA-MONOMER[i]	395	0
URACIL-PRIBOSYLTRANS-CPLX[c]	1140	0
UROGENDECARBOX-MONOMER[c]	336	0
UROGENIIISYN-MONOMER[c]	26	0
URPHOS-CPLX[c]	168	0
USHA-MONOMER[p]	210	0
UXAC-MONOMER[c]	159	0
VALINE-PYRUVATE-AMINOTRANSFER-MONOMER[c]	1011	0
VALS-MONOMER[c]	1434	0
XANTHOSINEPHOSPHORY-CPLX[c]	0	0
XAPB-MONOMER[i]	15	0
XASA-MONOMER[i]	52	0
XYLE-MONOMER[i]	22	0
XYLISOM-CPLX[c]	1	0
YCHM-MONOMER[i]	32	0
YDEA-MONOMER[i]	46	0
YDGEF-CPLX[i]	14	0
YEEF-MONOMER[i]	356	0
YFEP-MONOMER[i]	277	0
YGFO-MONOMER[i]	12	0
YGFU-MONOMER[i]	5	0
YGJU-MONOMER[i]	234	0
YHHO-MONOMER[i]	47	0
YHIP-MONOMER[i]	21	0
YICE-MONOMER[i]	338	0
YICM-MONOMER[i]	29	0
YJDL-MONOMER[i]	17	0
YJIO-MONOMER[i]	27	0
